,age,job,marital,education,default,housing,loan,contact,month,day_of_week
8688,39,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,tue
8689,42,housemaid,married,basic.4y,unknown,yes,no,telephone,jul,mon
8690,59,self-employed,married,basic.9y,no,yes,no,cellular,aug,wed
8691,31,blue-collar,single,basic.9y,no,yes,no,cellular,jul,thu
8692,45,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed
8693,45,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,fri
8694,40,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon
8695,19,student,single,basic.9y,no,no,yes,telephone,jul,mon
8696,45,unemployed,married,basic.4y,no,yes,yes,telephone,jun,fri
8697,24,blue-collar,single,basic.9y,no,yes,no,cellular,may,fri
8698,35,admin.,married,high.school,no,yes,no,cellular,may,mon
8699,35,unknown,married,basic.9y,no,yes,no,telephone,may,thu
8700,27,services,single,high.school,no,unknown,unknown,cellular,jul,fri
8701,32,blue-collar,married,professional.course,unknown,yes,no,cellular,apr,thu
8702,55,services,married,high.school,no,yes,no,telephone,may,tue
8703,37,admin.,single,university.degree,no,yes,no,cellular,nov,mon
8704,40,blue-collar,married,high.school,no,no,no,cellular,apr,tue
8705,30,admin.,married,university.degree,no,no,no,cellular,jul,fri
8706,44,technician,married,professional.course,unknown,no,yes,cellular,aug,mon
8707,42,management,married,high.school,no,yes,yes,cellular,nov,thu
8708,44,management,married,high.school,unknown,yes,no,cellular,jul,mon
8709,58,management,single,university.degree,no,no,yes,cellular,may,fri
8710,28,management,single,university.degree,no,yes,no,cellular,jun,thu
8711,33,technician,divorced,high.school,no,yes,no,cellular,may,tue
8712,39,blue-collar,married,high.school,no,yes,no,telephone,may,fri
8713,37,admin.,single,university.degree,no,yes,no,cellular,aug,thu
8714,31,blue-collar,married,basic.9y,unknown,no,no,cellular,nov,thu
8715,41,technician,married,professional.course,unknown,yes,no,telephone,jun,mon
8716,29,technician,single,university.degree,no,yes,yes,cellular,jul,wed
8717,34,self-employed,divorced,professional.course,unknown,no,no,cellular,jul,tue
8718,30,admin.,divorced,high.school,no,yes,no,cellular,nov,thu
8719,30,blue-collar,married,basic.6y,no,no,no,telephone,jun,tue
8720,47,blue-collar,married,basic.4y,no,yes,no,telephone,jun,thu
8721,50,admin.,married,university.degree,no,yes,yes,cellular,nov,fri
8722,35,technician,married,university.degree,no,yes,no,telephone,may,tue
8723,35,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon
8724,48,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,thu
8725,31,admin.,married,high.school,no,no,no,telephone,jun,mon
8726,35,services,single,high.school,unknown,yes,yes,cellular,jul,tue
8727,54,admin.,married,high.school,no,no,yes,cellular,aug,tue
8728,36,services,married,high.school,no,no,no,telephone,jul,wed
8729,36,management,married,university.degree,no,no,no,telephone,may,wed
8730,45,services,married,high.school,unknown,yes,no,telephone,may,tue
8731,31,admin.,divorced,high.school,no,yes,no,cellular,may,thu
8732,37,admin.,married,university.degree,no,yes,yes,telephone,may,fri
8733,57,management,married,university.degree,unknown,no,no,cellular,aug,wed
8734,44,technician,married,professional.course,no,yes,yes,cellular,aug,wed
8735,32,management,single,professional.course,no,no,no,cellular,may,fri
8736,31,admin.,single,university.degree,no,yes,no,telephone,mar,tue
8737,46,technician,divorced,basic.4y,unknown,yes,no,cellular,nov,tue
8738,44,blue-collar,married,basic.4y,no,yes,no,cellular,jul,wed
8739,43,admin.,single,high.school,no,no,no,cellular,apr,tue
8740,31,admin.,single,university.degree,no,yes,no,cellular,nov,tue
8741,31,admin.,single,university.degree,no,no,no,telephone,jul,fri
8742,40,admin.,single,high.school,no,yes,no,telephone,may,wed
8743,48,blue-collar,married,basic.9y,unknown,yes,yes,cellular,apr,thu
8744,40,blue-collar,married,high.school,no,no,yes,telephone,may,tue
8745,59,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu
8746,37,admin.,single,university.degree,no,yes,no,telephone,may,fri
8747,53,technician,married,university.degree,no,yes,no,cellular,nov,mon
8748,42,blue-collar,married,basic.4y,no,yes,no,cellular,apr,fri
8749,42,technician,married,professional.course,no,yes,no,cellular,aug,thu
8750,50,housemaid,married,basic.4y,no,yes,no,telephone,nov,tue
8751,40,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,tue
8752,48,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed
8753,27,technician,single,professional.course,no,no,no,cellular,jul,thu
8754,52,admin.,married,basic.9y,no,no,no,cellular,may,wed
8755,35,entrepreneur,single,university.degree,no,no,no,cellular,jul,mon
8756,52,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon
8757,33,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon
8758,40,blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon
8759,30,admin.,divorced,university.degree,no,yes,no,cellular,may,fri
8760,35,admin.,married,university.degree,no,no,no,telephone,may,tue
8761,34,admin.,married,university.degree,no,yes,no,cellular,may,fri
8762,52,management,married,university.degree,no,no,no,cellular,aug,tue
8763,47,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,wed
8764,47,technician,divorced,high.school,no,no,yes,cellular,jul,thu
8765,31,blue-collar,married,basic.9y,no,yes,yes,telephone,may,wed
8766,33,blue-collar,divorced,basic.9y,no,no,yes,telephone,may,thu
8767,39,self-employed,single,university.degree,no,no,no,telephone,may,tue
8768,33,admin.,married,high.school,no,no,no,telephone,may,wed
8769,37,admin.,married,university.degree,no,yes,no,cellular,aug,tue
8770,37,admin.,married,high.school,no,yes,no,cellular,apr,fri
8771,30,technician,married,professional.course,no,yes,no,cellular,may,fri
8772,39,admin.,married,university.degree,no,no,no,cellular,nov,tue
8773,49,technician,single,high.school,no,no,yes,cellular,may,thu
8774,51,blue-collar,married,high.school,no,no,yes,cellular,nov,mon
8775,32,technician,single,high.school,no,yes,no,cellular,jul,wed
8776,32,admin.,single,high.school,no,yes,no,cellular,aug,tue
8777,39,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed
8778,33,services,married,basic.4y,no,no,no,telephone,may,wed
8779,37,technician,single,university.degree,no,yes,no,telephone,may,thu
8780,26,blue-collar,single,basic.4y,no,yes,yes,telephone,may,wed
8781,48,technician,married,professional.course,unknown,yes,no,cellular,jul,thu
8782,39,housemaid,married,basic.4y,unknown,no,no,telephone,may,mon
8783,25,blue-collar,single,high.school,no,yes,no,cellular,may,thu
8784,45,services,married,high.school,unknown,yes,no,telephone,may,wed
8785,47,entrepreneur,divorced,high.school,no,no,no,cellular,may,thu
8786,47,admin.,single,university.degree,no,no,no,cellular,aug,wed
8787,27,unemployed,single,university.degree,no,yes,no,cellular,jul,tue
8788,38,technician,single,university.degree,no,yes,no,telephone,jun,wed
8789,36,technician,single,professional.course,no,yes,no,cellular,nov,thu
8790,58,retired,married,basic.4y,no,yes,no,cellular,jul,wed
8791,35,management,married,university.degree,no,yes,no,telephone,nov,fri
8792,34,blue-collar,single,high.school,no,no,yes,telephone,may,tue
8793,41,admin.,single,high.school,no,yes,no,cellular,may,thu
8794,26,student,single,unknown,no,yes,yes,cellular,sep,thu
8795,32,admin.,single,high.school,no,no,no,cellular,may,fri
8796,34,management,married,high.school,no,yes,no,cellular,nov,wed
8797,31,self-employed,single,university.degree,no,yes,no,cellular,nov,mon
8798,33,services,single,high.school,no,no,no,telephone,jun,wed
8799,50,admin.,married,university.degree,no,no,no,cellular,aug,thu
8800,31,admin.,single,university.degree,no,no,no,cellular,nov,thu
8801,51,entrepreneur,single,university.degree,no,no,no,cellular,nov,thu
8802,41,services,single,high.school,no,no,no,cellular,apr,wed
8803,27,services,single,high.school,unknown,no,no,telephone,may,thu
8804,33,technician,single,professional.course,no,no,no,cellular,jul,tue
8805,44,admin.,single,professional.course,no,no,no,cellular,nov,thu
8806,41,management,married,university.degree,no,no,no,cellular,may,thu
8807,27,admin.,married,university.degree,no,yes,no,cellular,sep,tue
8808,22,services,single,basic.4y,no,no,yes,telephone,jun,thu
8809,32,unemployed,married,high.school,unknown,yes,no,cellular,jul,mon
8810,27,admin.,single,university.degree,no,no,no,cellular,apr,tue
8811,49,blue-collar,married,basic.9y,no,no,no,cellular,may,thu
8812,27,management,single,university.degree,no,no,no,cellular,may,mon
8813,22,student,single,high.school,no,no,no,cellular,may,fri
8814,44,services,single,high.school,no,no,no,cellular,nov,wed
8815,32,self-employed,single,professional.course,unknown,yes,no,cellular,may,thu
8816,30,services,married,high.school,unknown,yes,no,telephone,may,mon
8817,49,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,fri
8818,36,technician,single,professional.course,unknown,no,no,telephone,may,wed
8819,57,technician,married,professional.course,unknown,no,no,cellular,aug,fri
8820,46,technician,married,professional.course,no,yes,no,telephone,may,wed
8821,38,admin.,married,university.degree,no,yes,no,cellular,jul,tue
8822,39,services,divorced,high.school,no,yes,no,cellular,jul,thu
8823,30,technician,single,professional.course,no,no,no,cellular,aug,thu
8824,50,technician,single,university.degree,no,yes,no,cellular,jul,tue
8825,46,blue-collar,single,basic.4y,no,yes,yes,cellular,nov,thu
8826,37,admin.,single,university.degree,no,yes,yes,cellular,mar,mon
8827,45,technician,married,professional.course,no,yes,no,cellular,aug,fri
8828,38,admin.,single,university.degree,no,yes,no,cellular,apr,thu
8829,45,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue
8830,42,technician,married,professional.course,no,yes,no,cellular,aug,tue
8831,59,self-employed,married,professional.course,no,unknown,unknown,cellular,apr,mon
8832,50,self-employed,married,high.school,no,yes,no,cellular,may,mon
8833,34,services,divorced,high.school,no,no,no,telephone,jul,thu
8834,41,self-employed,married,basic.9y,unknown,yes,no,cellular,nov,mon
8835,40,self-employed,married,high.school,no,yes,no,telephone,jul,mon
8836,38,admin.,married,university.degree,no,no,no,cellular,aug,fri
8837,53,services,divorced,basic.4y,unknown,no,no,telephone,jun,mon
8838,26,entrepreneur,married,professional.course,no,no,no,telephone,may,fri
8839,49,self-employed,divorced,university.degree,no,yes,no,cellular,jul,wed
8840,36,self-employed,married,university.degree,no,yes,no,cellular,may,mon
8841,36,services,single,basic.6y,unknown,no,no,telephone,jun,mon
8842,35,admin.,single,university.degree,no,no,yes,telephone,may,wed
8843,35,admin.,married,university.degree,no,yes,yes,telephone,jul,mon
8844,42,admin.,divorced,high.school,no,unknown,unknown,cellular,nov,mon
8845,54,management,married,university.degree,no,no,no,cellular,nov,tue
8846,27,self-employed,single,university.degree,no,no,yes,telephone,jun,fri
8847,35,blue-collar,single,basic.6y,no,no,no,telephone,jun,fri
8848,28,entrepreneur,married,basic.9y,no,no,no,telephone,may,mon
8849,52,services,married,high.school,unknown,yes,no,cellular,jul,fri
8850,52,unemployed,married,university.degree,no,yes,no,cellular,aug,mon
8851,38,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,fri
8852,28,admin.,single,university.degree,no,no,no,cellular,may,mon
8853,29,management,single,university.degree,no,no,no,telephone,jun,tue
8854,29,admin.,single,high.school,no,yes,no,cellular,jul,wed
8855,34,admin.,single,university.degree,no,no,no,cellular,jul,tue
8856,42,entrepreneur,single,unknown,no,no,no,cellular,jul,wed
8857,43,technician,single,professional.course,no,no,no,telephone,may,tue
8858,36,admin.,married,basic.9y,no,yes,yes,cellular,may,fri
8859,25,self-employed,single,university.degree,no,no,no,telephone,jun,mon
8860,45,self-employed,divorced,university.degree,no,no,no,cellular,nov,mon
8861,32,management,divorced,basic.4y,unknown,yes,no,telephone,may,mon
8862,55,retired,divorced,professional.course,no,yes,no,telephone,jun,wed
8863,36,technician,single,professional.course,no,no,yes,telephone,jun,thu
8864,48,blue-collar,married,basic.6y,no,no,no,telephone,may,fri
8865,56,admin.,divorced,university.degree,no,yes,no,cellular,may,mon
8866,31,technician,married,university.degree,no,no,no,cellular,sep,thu
8867,31,technician,married,professional.course,unknown,yes,yes,telephone,aug,thu
8868,41,technician,married,professional.course,unknown,yes,no,telephone,may,thu
8869,32,technician,single,university.degree,no,yes,no,cellular,aug,tue
8870,49,technician,married,professional.course,unknown,yes,no,cellular,aug,wed
8871,30,technician,divorced,university.degree,no,no,no,cellular,apr,mon
8872,48,housemaid,married,basic.4y,unknown,no,yes,cellular,aug,mon
8873,74,retired,married,basic.4y,no,no,no,cellular,aug,thu
8874,38,blue-collar,single,basic.4y,no,yes,no,telephone,jun,mon
8875,36,admin.,single,high.school,no,no,no,cellular,apr,fri
8876,33,services,single,basic.6y,unknown,no,no,telephone,may,thu
8877,29,admin.,single,university.degree,no,yes,no,cellular,aug,thu
8878,21,student,single,unknown,no,no,no,telephone,jul,thu
8879,58,blue-collar,married,basic.4y,unknown,yes,yes,cellular,may,wed
8880,37,technician,married,basic.9y,unknown,yes,no,telephone,may,mon
8881,25,admin.,single,basic.9y,no,no,no,cellular,jul,mon
8882,53,services,married,high.school,unknown,no,no,telephone,jun,fri
8883,47,blue-collar,single,basic.9y,no,yes,yes,telephone,jul,mon
8884,38,admin.,married,basic.6y,no,yes,no,telephone,may,thu
8885,26,unemployed,single,university.degree,no,yes,no,telephone,apr,tue
8886,36,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,fri
8887,44,blue-collar,single,basic.4y,no,yes,no,telephone,may,thu
8888,36,management,married,university.degree,no,no,no,cellular,aug,wed
8889,26,blue-collar,married,high.school,no,no,no,cellular,jul,wed
8890,36,technician,married,university.degree,no,no,no,cellular,jul,mon
8891,44,technician,married,professional.course,no,no,no,telephone,may,fri
8892,29,services,single,unknown,no,yes,no,cellular,apr,thu
8893,50,blue-collar,married,unknown,unknown,yes,no,cellular,jul,thu
8894,29,unemployed,married,university.degree,no,yes,no,cellular,jul,thu
8895,51,housemaid,married,basic.4y,unknown,no,no,cellular,aug,mon
8896,26,technician,married,professional.course,no,no,no,telephone,may,thu
8897,54,services,single,high.school,unknown,no,no,telephone,may,thu
8898,41,blue-collar,married,basic.9y,no,no,no,cellular,jul,tue
8899,28,blue-collar,single,basic.9y,no,yes,yes,cellular,apr,thu
8900,36,technician,married,unknown,no,yes,no,telephone,may,tue
8901,37,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,wed
8902,52,blue-collar,married,basic.4y,no,yes,no,telephone,jun,fri
8903,31,admin.,single,high.school,no,no,no,telephone,may,thu
8904,31,services,married,high.school,no,no,yes,telephone,jun,fri
8905,32,blue-collar,married,basic.9y,no,no,no,telephone,may,wed
8906,43,admin.,married,university.degree,no,yes,no,cellular,aug,wed
8907,34,blue-collar,married,basic.9y,no,yes,no,telephone,jul,thu
8908,45,admin.,single,high.school,unknown,no,no,cellular,may,wed
8909,33,blue-collar,single,high.school,no,yes,no,cellular,may,thu
8910,52,admin.,single,university.degree,no,no,yes,cellular,jun,mon
8911,59,management,married,university.degree,no,no,no,cellular,dec,thu
8912,46,entrepreneur,married,professional.course,no,yes,no,telephone,jun,thu
8913,51,admin.,divorced,high.school,no,yes,no,cellular,aug,tue
8914,47,admin.,married,high.school,unknown,no,yes,telephone,jun,fri
8915,35,admin.,divorced,university.degree,no,no,no,telephone,jun,mon
8916,30,technician,married,university.degree,no,unknown,unknown,telephone,jun,mon
8917,43,entrepreneur,married,high.school,no,yes,no,cellular,jul,thu
8918,47,admin.,married,high.school,unknown,no,yes,telephone,jul,thu
8919,55,admin.,divorced,university.degree,no,yes,no,telephone,may,fri
8920,32,services,married,high.school,no,yes,no,telephone,may,fri
8921,35,entrepreneur,divorced,high.school,no,no,no,telephone,jun,fri
8922,35,services,divorced,high.school,no,yes,yes,cellular,apr,fri
8923,37,self-employed,single,basic.4y,no,no,yes,cellular,may,mon
8924,36,blue-collar,married,university.degree,unknown,no,no,telephone,jun,tue
8925,34,unemployed,married,high.school,no,no,no,cellular,jul,thu
8926,41,technician,married,professional.course,unknown,yes,no,telephone,may,mon
8927,35,blue-collar,married,high.school,no,no,yes,telephone,may,tue
8928,30,technician,single,professional.course,no,yes,no,telephone,oct,fri
8929,45,admin.,married,university.degree,no,yes,no,cellular,sep,fri
8930,31,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed
8931,33,technician,single,basic.9y,no,no,no,cellular,jul,thu
8932,31,unknown,single,high.school,no,yes,yes,telephone,may,mon
8933,41,entrepreneur,divorced,professional.course,no,no,yes,cellular,jul,thu
8934,30,blue-collar,single,university.degree,no,no,yes,cellular,nov,thu
8935,31,blue-collar,married,basic.6y,no,yes,yes,cellular,may,thu
8936,42,self-employed,married,university.degree,no,no,no,cellular,jul,wed
8937,45,entrepreneur,divorced,professional.course,no,yes,no,cellular,jul,tue
8938,57,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon
8939,69,retired,married,high.school,no,no,no,cellular,sep,fri
8940,32,blue-collar,married,high.school,unknown,no,no,telephone,may,tue
8941,39,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri
8942,25,services,single,basic.9y,no,yes,no,cellular,jul,wed
8943,54,unemployed,married,university.degree,no,no,no,telephone,aug,mon
8944,50,technician,married,professional.course,unknown,no,yes,cellular,jul,tue
8945,53,admin.,married,university.degree,no,yes,no,cellular,nov,tue
8946,57,retired,married,basic.4y,no,no,no,cellular,apr,thu
8947,47,technician,married,professional.course,no,no,no,cellular,nov,tue
8948,36,admin.,divorced,university.degree,unknown,yes,no,cellular,aug,mon
8949,27,admin.,single,university.degree,unknown,yes,yes,cellular,jul,tue
8950,36,services,married,high.school,no,no,no,telephone,may,mon
8951,29,blue-collar,married,basic.9y,no,no,no,telephone,may,mon
8952,33,technician,married,high.school,no,no,yes,telephone,jun,mon
8953,39,technician,single,university.degree,unknown,yes,no,cellular,jul,mon
8954,23,technician,single,high.school,no,yes,no,cellular,may,fri
8955,35,management,married,university.degree,no,no,no,cellular,nov,tue
8956,26,admin.,single,university.degree,no,no,no,cellular,jul,thu
8957,33,self-employed,married,university.degree,no,yes,no,telephone,jun,thu
8958,33,services,married,basic.4y,no,no,no,telephone,may,tue
8959,31,unemployed,married,university.degree,no,yes,no,cellular,aug,wed
8960,45,services,divorced,unknown,no,yes,no,telephone,may,tue
8961,30,technician,married,professional.course,no,yes,no,telephone,may,tue
8962,25,management,single,university.degree,no,no,no,cellular,jul,tue
8963,53,technician,married,high.school,no,yes,no,cellular,aug,wed
8964,37,technician,married,university.degree,no,no,no,cellular,aug,thu
8965,32,management,single,university.degree,unknown,yes,yes,cellular,apr,fri
8966,52,blue-collar,married,basic.4y,no,no,no,telephone,may,fri
8967,35,services,single,high.school,unknown,yes,no,cellular,jul,tue
8968,51,housemaid,married,basic.4y,no,yes,yes,cellular,jul,thu
8969,41,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,wed
8970,48,blue-collar,married,professional.course,no,no,no,telephone,jul,thu
8971,29,blue-collar,single,basic.9y,no,unknown,unknown,telephone,jun,fri
8972,22,student,single,high.school,no,no,yes,cellular,jul,wed
8973,45,admin.,single,university.degree,no,yes,no,cellular,aug,wed
8974,53,technician,divorced,university.degree,no,yes,no,telephone,jun,fri
8975,37,blue-collar,married,basic.6y,no,no,yes,telephone,may,fri
8976,43,self-employed,divorced,university.degree,unknown,yes,no,telephone,jun,tue
8977,59,retired,married,basic.4y,no,no,no,cellular,may,mon
8978,44,blue-collar,married,unknown,unknown,yes,no,cellular,aug,thu
8979,24,student,single,basic.9y,no,unknown,unknown,cellular,sep,tue
8980,30,blue-collar,married,basic.9y,no,yes,no,cellular,nov,wed
8981,31,admin.,married,university.degree,no,yes,no,cellular,nov,thu
8982,38,student,divorced,unknown,no,no,no,cellular,may,tue
8983,53,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri
8984,47,admin.,married,university.degree,unknown,no,no,telephone,may,fri
8985,53,technician,married,high.school,no,yes,no,telephone,may,wed
8986,29,services,married,high.school,unknown,yes,no,cellular,may,thu
8987,30,admin.,single,high.school,no,yes,no,cellular,may,fri
8988,36,technician,married,professional.course,no,yes,no,telephone,jun,thu
8989,42,management,divorced,unknown,no,yes,no,cellular,oct,thu
8990,44,management,married,university.degree,no,yes,no,cellular,aug,tue
8991,34,management,single,university.degree,no,no,yes,cellular,may,wed
8992,54,admin.,married,basic.4y,unknown,yes,no,cellular,nov,tue
8993,44,admin.,married,basic.4y,unknown,yes,yes,telephone,may,tue
8994,56,retired,divorced,university.degree,no,yes,no,cellular,nov,tue
8995,34,services,single,high.school,no,no,no,telephone,nov,mon
8996,35,blue-collar,married,basic.6y,no,no,no,telephone,jun,fri
8997,36,services,divorced,high.school,no,yes,no,cellular,may,wed
8998,54,management,married,university.degree,no,yes,yes,cellular,may,fri
8999,44,technician,married,professional.course,no,yes,no,cellular,may,mon
9000,43,technician,single,professional.course,no,unknown,unknown,telephone,jun,wed
9001,34,admin.,single,high.school,no,yes,no,cellular,jul,wed
9002,38,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,mon
9003,26,self-employed,married,basic.4y,no,no,no,telephone,may,tue
9004,47,entrepreneur,married,basic.6y,unknown,no,no,telephone,aug,wed
9005,29,blue-collar,married,basic.6y,no,no,no,telephone,may,thu
9006,33,admin.,married,university.degree,no,no,no,cellular,jul,fri
9007,51,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon
9008,36,admin.,married,high.school,no,yes,no,cellular,sep,thu
9009,29,blue-collar,married,professional.course,no,yes,yes,cellular,nov,thu
9010,41,admin.,married,high.school,no,no,no,cellular,may,wed
9011,61,admin.,married,high.school,no,yes,no,cellular,oct,mon
9012,37,admin.,married,high.school,no,no,yes,telephone,may,thu
9013,52,management,married,university.degree,unknown,no,no,telephone,may,mon
9014,34,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed
9015,47,blue-collar,single,basic.4y,no,yes,no,telephone,may,mon
9016,31,blue-collar,single,basic.9y,no,yes,no,cellular,jul,tue
9017,36,entrepreneur,single,basic.9y,unknown,yes,yes,cellular,may,thu
9018,38,management,single,university.degree,no,no,no,cellular,may,wed
9019,33,admin.,single,university.degree,no,no,no,cellular,jul,mon
9020,47,technician,divorced,professional.course,unknown,no,no,telephone,may,wed
9021,47,technician,single,university.degree,unknown,yes,yes,telephone,may,mon
9022,42,services,married,professional.course,no,yes,yes,cellular,nov,wed
9023,36,technician,single,unknown,no,no,no,cellular,nov,fri
9024,34,admin.,single,university.degree,no,yes,no,cellular,may,fri
9025,49,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri
9026,37,technician,single,high.school,no,yes,no,telephone,apr,thu
9027,22,admin.,single,university.degree,no,no,no,cellular,apr,fri
9028,36,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue
9029,53,unemployed,married,basic.6y,unknown,yes,no,cellular,jul,mon
9030,34,unemployed,single,university.degree,no,yes,no,cellular,may,thu
9031,41,self-employed,married,basic.9y,no,yes,no,telephone,jun,mon
9032,46,services,married,high.school,unknown,yes,no,cellular,apr,mon
9033,31,services,married,high.school,no,yes,no,telephone,may,wed
9034,42,blue-collar,married,basic.4y,unknown,no,no,cellular,may,fri
9035,42,blue-collar,married,basic.4y,no,no,no,telephone,may,wed
9036,30,admin.,single,university.degree,no,yes,no,telephone,may,mon
9037,28,admin.,single,university.degree,unknown,yes,yes,cellular,jul,wed
9038,30,technician,single,university.degree,no,no,no,cellular,aug,wed
9039,67,retired,married,basic.4y,no,no,no,telephone,nov,mon
9040,56,technician,married,high.school,no,no,no,cellular,apr,mon
9041,37,admin.,divorced,university.degree,no,yes,no,telephone,may,wed
9042,24,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue
9043,25,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed
9044,48,self-employed,married,high.school,no,no,no,cellular,aug,fri
9045,27,admin.,single,high.school,no,yes,no,cellular,apr,fri
9046,48,blue-collar,married,basic.4y,unknown,no,yes,cellular,aug,thu
9047,71,retired,divorced,basic.4y,no,yes,no,telephone,apr,thu
9048,38,blue-collar,single,high.school,no,no,no,cellular,may,fri
9049,33,services,married,high.school,no,no,no,cellular,jul,fri
9050,47,admin.,divorced,university.degree,no,yes,yes,cellular,aug,tue
9051,29,technician,single,high.school,no,no,no,cellular,jul,thu
9052,30,blue-collar,married,basic.4y,no,no,no,telephone,may,wed
9053,28,technician,single,university.degree,no,no,yes,telephone,may,fri
9054,44,blue-collar,married,basic.4y,no,no,no,telephone,jun,thu
9055,24,admin.,single,university.degree,no,yes,yes,telephone,oct,thu
9056,34,services,married,high.school,no,no,yes,telephone,may,fri
9057,52,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon
9058,37,management,married,university.degree,no,yes,no,cellular,nov,fri
9059,42,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue
9060,55,admin.,divorced,professional.course,unknown,no,no,cellular,jul,mon
9061,28,services,married,high.school,no,no,no,cellular,jul,fri
9062,27,blue-collar,single,basic.4y,no,yes,no,telephone,may,wed
9063,40,management,married,university.degree,no,yes,yes,cellular,nov,fri
9064,26,student,single,high.school,no,no,yes,cellular,jul,wed
9065,43,blue-collar,married,basic.4y,no,yes,no,cellular,may,mon
9066,46,entrepreneur,divorced,university.degree,no,no,no,telephone,may,thu
9067,47,services,married,basic.6y,no,no,no,cellular,jul,tue
9068,30,admin.,married,university.degree,no,no,no,cellular,aug,wed
9069,50,technician,married,university.degree,no,yes,no,cellular,mar,fri
9070,39,admin.,married,university.degree,no,no,no,cellular,aug,thu
9071,39,admin.,married,high.school,unknown,yes,no,cellular,mar,tue
9072,31,technician,divorced,professional.course,no,unknown,unknown,cellular,jul,wed
9073,37,technician,married,professional.course,no,yes,no,cellular,aug,fri
9074,36,blue-collar,married,basic.6y,no,no,yes,cellular,nov,wed
9075,43,retired,married,basic.4y,unknown,yes,no,telephone,jun,mon
9076,41,technician,married,professional.course,no,yes,no,cellular,nov,mon
9077,34,admin.,married,basic.9y,no,yes,no,cellular,may,fri
9078,27,admin.,single,professional.course,unknown,yes,no,cellular,jul,thu
9079,42,blue-collar,married,basic.9y,no,no,no,cellular,may,thu
9080,42,management,married,university.degree,no,no,no,cellular,nov,mon
9081,50,admin.,married,high.school,no,no,no,telephone,jun,tue
9082,28,self-employed,single,university.degree,no,no,no,cellular,may,wed
9083,33,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,tue
9084,54,technician,married,high.school,no,yes,no,cellular,apr,mon
9085,33,self-employed,married,basic.9y,unknown,yes,no,cellular,jul,thu
9086,36,admin.,divorced,university.degree,unknown,yes,yes,cellular,jul,wed
9087,42,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,fri
9088,60,retired,divorced,professional.course,no,yes,yes,cellular,sep,thu
9089,42,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue
9090,30,blue-collar,single,basic.9y,no,yes,no,cellular,jul,thu
9091,35,self-employed,married,university.degree,no,yes,no,telephone,jul,thu
9092,39,services,divorced,high.school,no,yes,no,cellular,nov,tue
9093,52,admin.,divorced,university.degree,no,yes,yes,cellular,nov,tue
9094,30,blue-collar,married,basic.4y,no,no,no,cellular,apr,mon
9095,51,blue-collar,single,basic.4y,unknown,no,no,telephone,may,fri
9096,26,technician,married,professional.course,no,no,no,cellular,jul,thu
9097,32,technician,single,professional.course,no,no,yes,telephone,jul,thu
9098,37,admin.,married,university.degree,no,yes,yes,cellular,aug,fri
9099,33,blue-collar,married,basic.9y,no,yes,no,telephone,nov,mon
9100,51,blue-collar,married,basic.6y,no,yes,no,cellular,apr,wed
9101,49,admin.,single,university.degree,no,no,no,cellular,jul,tue
9102,46,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue
9103,39,blue-collar,married,basic.9y,no,no,no,telephone,may,fri
9104,53,unemployed,married,basic.4y,unknown,yes,no,telephone,may,wed
9105,39,management,married,university.degree,no,no,no,cellular,aug,fri
9106,40,blue-collar,married,unknown,unknown,no,no,telephone,jun,fri
